objID,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
582093500493071573,756,20,3,756,1237,3,229.018221,-0.126872,26.065,22.983,22.747,23.396,22.69,0.475,0.176,0.234,0.593,0.811
582093500493071610,756,20,3,756,1274,6,229.02107,-0.128542,21.476,20.416,19.917,19.706,19.589,0.111,0.021,0.02,0.025,0.08
582093500493071614,756,20,3,756,1278,6,229.023102,-0.127638,21.575,20.698,20.322,20.196,19.948,0.112,0.025,0.025,0.034,0.1
582093500493071615,756,20,3,756,1279,6,229.020028,-0.129689,21.841,20.803,20.433,20.314,20.329,0.14,0.027,0.028,0.038,0.14
582093500493071617,756,20,3,756,1281,6,229.026255,-0.1266,22.24,21.188,20.878,20.589,20.485,0.188,0.034,0.038,0.045,0.153
582093500493071623,756,20,3,756,1287,3,229.026324,-0.12453,22.166,20.967,20.613,20.318,20.373,0.25,0.039,0.043,0.053,0.209
582093500493071626,756,20,3,756,1290,3,229.016966,-0.130159,24.355,23.208,21.771,20.697,20.459,1.052,0.239,0.11,0.069,0.213
582093500493071627,756,20,3,756,1291,6,229.025162,-0.126796,23.436,21.877,21.429,21.208,21.679,0.506,0.061,0.063,0.08,0.422
582093500493071628,756,20,3,756,1292,6,229.016546,-0.12853,22.657,21.921,21.628,21.378,21.329,0.258,0.058,0.069,0.086,0.298
582093500493071629,756,20,3,756,1293,6,229.024413,-0.126941,24.23,22.478,22.285,22.256,21.6,0.738,0.095,0.125,0.191,0.379
582093500493071631,756,20,3,756,1295,6,229.022428,-0.128096,24.304,22.797,22.357,22.077,22.202,0.769,0.125,0.135,0.166,0.559
582093500493071663,756,20,3,756,1327,6,229.025042,-0.122201,21.405,20.361,19.946,19.786,19.779,0.101,0.02,0.02,0.025,0.09
582093500493071664,756,20,3,756,1328,6,229.026206,-0.122339,23.802,22.491,22.18,21.904,21.757,0.653,0.103,0.122,0.152,0.455
582093500493071700,756,20,3,756,1364,6,229.028418,-0.095324,22.115,20.825,20.458,20.332,20.094,0.172,0.027,0.028,0.037,0.11
582093500493071701,756,20,3,756,1365,6,229.029713,-0.09451,22.723,21.355,21.059,20.881,20.871,0.274,0.038,0.043,0.057,0.206
582093500493071702,756,20,3,756,1366,6,229.027121,-0.096149,22.876,21.874,21.434,21.539,21.303,0.308,0.056,0.058,0.099,0.289
582093500493072381,756,20,3,756,2045,3,228.992478,-0.110361,22.205,21.243,20.749,20.658,20.799,0.213,0.041,0.04,0.057,0.237
582093500493072395,756,20,3,756,2059,6,228.996612,-0.113452,22.318,21.284,20.915,20.912,20.543,0.204,0.037,0.04,0.061,0.163
582093500493072396,756,20,3,756,2060,6,228.995328,-0.111626,22.841,21.795,21.524,21.607,20.923,0.334,0.059,0.07,0.119,0.242
582093500493072397,756,20,3,756,2061,6,228.99584,-0.112224,23.559,22.89,22.367,22.164,22.251,0.545,0.136,0.137,0.181,0.572
582093500493072400,756,20,3,756,2064,6,229.001122,-0.123302,22.038,21.271,20.932,20.822,20.67,0.161,0.037,0.04,0.056,0.181
582093500493072401,756,20,3,756,2065,3,228.99978,-0.122937,24.021,23.237,22.226,22.024,22.131,0.844,0.22,0.145,0.195,0.665
582093500493072409,756,20,3,756,2073,6,229.002538,-0.091948,22.283,21.671,21.234,21.081,20.856,0.208,0.053,0.054,0.074,0.225
582093500493072449,756,20,3,756,2113,6,229.014675,-0.126859,21.798,21.04,20.718,20.613,20.667,0.132,0.031,0.034,0.047,0.179
582093500493072452,756,20,3,756,2116,6,229.016757,-0.087201,22.047,21.271,20.862,20.726,20.757,0.164,0.037,0.038,0.052,0.195
582093500493072453,756,20,3,756,2117,6,229.015512,-0.087923,23.136,21.972,21.713,21.482,21.371,0.378,0.06,0.073,0.093,0.301
582093500493072454,756,20,3,756,2118,6,229.013567,-0.087546,22.858,22.235,21.705,21.531,21.001,0.314,0.078,0.076,0.102,0.237
582093500493072455,756,20,3,756,2119,6,229.014464,-0.087073,23.069,21.968,21.72,21.576,21.301,0.374,0.064,0.078,0.108,0.305
582093500493072456,756,20,3,756,2120,6,229.018561,-0.087407,24.606,22.38,22.021,21.786,21.223,0.779,0.085,0.096,0.124,0.274
582093500493072457,756,20,3,756,2121,6,229.017943,-0.085965,23.34,22.464,22.001,21.893,21.36,0.465,0.094,0.098,0.141,0.317
582093500493072458,756,20,3,756,2122,6,229.01933,-0.087083,24.486,22.618,22.166,22.299,21.906,0.749,0.101,0.106,0.186,0.435
582093500493072459,756,20,3,756,2123,6,229.018862,-0.088169,24.703,23.66,22.957,22.359,21.216,0.762,0.24,0.212,0.2,0.268
582093500493073075,756,20,3,756,2739,6,228.993241,-0.106782,22.819,21.474,20.98,20.755,20.783,0.303,0.042,0.042,0.053,0.198
582093500493073077,756,20,3,756,2741,6,228.994804,-0.122295,24.05,22.627,22.282,22.18,22.45,0.675,0.103,0.119,0.172,0.574
582093500493073129,756,20,3,756,2793,6,229.006293,-0.129212,23.822,23.227,23.068,22.913,22.059,0.629,0.173,0.244,0.332,0.514
582093500493073136,756,20,3,756,2800,6,229.006583,-0.090808,22.877,21.908,21.521,21.306,21.181,0.317,0.059,0.065,0.083,0.27
582093500493073167,756,20,3,756,2831,6,229.008164,-0.086478,23.266,22.353,21.843,21.702,22.002,0.525,0.105,0.105,0.149,0.633
582093500493073168,756,20,3,756,2832,6,229.009322,-0.086214,25.069,23.236,22.692,22.498,21.804,0.83,0.207,0.204,0.273,0.513
582093500493073182,756,20,3,756,2846,6,229.010852,-0.129423,23.879,22.822,22.173,22.047,21.746,0.697,0.138,0.124,0.176,0.467
582093500493073188,756,20,3,756,2852,6,229.010136,-0.130885,24.404,23.447,22.491,22.55,22.612,0.752,0.202,0.143,0.235,0.6
582093500493073189,756,20,3,756,2853,3,229.009022,-0.130242,24.875,24.053,22.496,22.866,23.21,0.945,0.415,0.184,0.397,0.76
582093500493073212,756,20,3,756,2876,6,229.012737,-0.091408,23.386,22.6,22.153,22.1,21.256,0.466,0.103,0.109,0.164,0.284
582093500493073213,756,20,3,756,2877,6,229.014179,-0.090851,24.739,23.186,23.029,22.766,22.974,0.764,0.165,0.226,0.286,0.606
582093500493073215,756,20,3,756,2879,6,229.014739,-0.130239,24.306,22.899,22.144,22.187,22.258,0.893,0.159,0.129,0.213,0.675
582093500493073233,756,20,3,756,2897,3,229.019002,-0.091753,24.862,22.774,22.828,22.36,21.254,0.919,0.141,0.235,0.249,0.347
582093500493073267,756,20,3,756,2931,6,229.022033,-0.125931,25.037,22.78,22.462,22.523,22.572,0.752,0.125,0.148,0.245,0.639
582093500493073268,756,20,3,756,2932,6,229.023172,-0.125519,24.658,23.504,22.873,22.864,22.231,0.759,0.208,0.194,0.298,0.519
582093500493073269,756,20,3,756,2933,6,229.02221,-0.088732,23.335,22.494,22.107,21.702,21.665,0.445,0.095,0.105,0.116,0.386
582093500493073281,756,20,3,756,2945,6,229.023669,-0.121122,23.188,23.086,22.842,22.649,22.241,0.387,0.149,0.19,0.251,0.521
582093500493073283,756,20,3,756,2947,6,229.025621,-0.092627,23.853,23.027,23.097,22.58,21.755,0.604,0.142,0.236,0.238,0.398
582093500493073290,756,20,3,756,2954,6,229.025344,-0.094746,22.899,22.297,21.897,21.527,20.971,0.312,0.078,0.086,0.097,0.218
582093500493073316,756,20,3,756,2980,6,229.027509,-0.09118,24.714,23.366,22.234,22.355,22.217,0.749,0.189,0.113,0.196,0.512
582093500493073317,756,20,3,756,2981,6,229.02644,-0.091427,24.168,22.963,22.271,22.553,22.026,0.706,0.138,0.119,0.24,0.482
582093500493073318,756,20,3,756,2982,3,229.027947,-0.091461,23.792,22.704,22.741,22.381,22.509,0.725,0.137,0.221,0.255,0.735
582093500493073347,756,20,3,756,3011,6,229.032214,-0.113342,23.128,22.401,21.689,21.594,22.366,0.387,0.089,0.075,0.107,0.58
582093500493073351,756,20,3,756,3015,6,229.033004,-0.098102,22.926,21.937,21.329,21.081,21.159,0.346,0.064,0.058,0.073,0.283
582093500493073377,756,20,3,756,3041,6,229.0349,-0.11299,24.729,22.877,22.386,22.609,22.105,0.828,0.14,0.143,0.273,0.558
582093500493073378,756,20,3,756,3042,3,229.03401,-0.112511,23.163,22.439,22.048,21.712,21.987,0.621,0.142,0.162,0.193,0.81
582093500493073801,756,20,3,756,3465,6,228.996288,-0.123744,23.434,23.48,22.927,23.079,21.809,0.462,0.203,0.203,0.35,0.41
582093500493073813,756,20,3,756,3477,6,229.01583,-0.089867,24.316,24.399,22.881,21.948,21.144,0.731,0.382,0.195,0.138,0.247
582093500493070498,756,20,3,756,162,6,228.983779,-0.101609,18.62,16.403,15.519,15.13,14.918,0.015,2.968E-3,2.51E-3,2.585E-3,4.064E-3
582093500493070503,756,20,3,756,167,6,228.981554,-0.106139,22.302,21.502,21.103,20.959,20.96,0.195,0.042,0.045,0.06,0.22
582093500493070504,756,20,3,756,168,6,228.985271,-0.10174,22.683,21.871,21.441,21.557,22.238,0.262,0.056,0.06,0.1,0.517
582093500493070520,756,20,3,756,184,6,228.988416,-0.114783,18.969,17.743,17.6,17.527,17.517,0.019,4.683E-3,4.832E-3,5.74E-3,0.015
582093500493070521,756,20,3,756,185,6,228.99018,-0.119464,21.053,19.799,19.19,18.961,18.857,0.074,0.013,0.011,0.013,0.039
582093500493070522,756,20,3,756,186,3,228.987372,-0.113122,21.835,20.827,20.451,20.376,20.175,0.148,0.028,0.03,0.042,0.132
582093500493070523,756,20,3,756,187,6,228.988796,-0.113402,22.317,21.32,20.937,20.861,20.642,0.196,0.037,0.039,0.055,0.164
582093500493070524,756,20,3,756,188,3,228.990495,-0.115466,21.638,20.727,20.345,20.119,20.17,0.156,0.032,0.033,0.043,0.167
582093500493070525,756,20,3,756,189,6,228.989381,-0.114163,22.248,21.548,21.081,20.936,20.474,0.188,0.047,0.049,0.06,0.147
582093500493070527,756,20,3,756,191,6,228.98927,-0.118488,23.241,22.156,21.746,21.715,21.119,0.413,0.072,0.077,0.117,0.254
582093500493070528,756,20,3,756,192,6,228.989402,-0.116104,23.771,22.124,21.635,21.669,21.985,0.641,0.076,0.076,0.124,0.522
582093500493070529,756,20,3,756,193,6,228.988293,-0.111528,23.737,22.106,21.764,21.766,21.839,0.591,0.07,0.079,0.125,0.446
582093500493070531,756,20,3,756,195,6,228.988661,-0.117824,23.016,22.478,22.111,21.825,21.912,0.359,0.095,0.107,0.133,0.47
582093500493070532,756,20,3,756,196,6,228.99092,-0.116902,23.71,24.842,23.219,21.892,20.922,0.561,0.448,0.257,0.133,0.208
582093500493070533,756,20,3,756,197,6,228.990783,-0.118001,24.285,23.001,22.318,22.161,22.476,0.726,0.139,0.121,0.166,0.565
582093500493070535,756,20,3,756,199,6,228.989558,-0.117142,25.306,23.246,23.458,23.564,22.095,0.675,0.182,0.342,0.537,0.542
582093500493070545,756,20,3,756,209,6,228.992682,-0.096576,18.78,17.508,17.402,17.36,17.392,0.017,4.247E-3,4.431E-3,5.249E-3,0.014
582093500493070546,756,20,3,756,210,6,228.990853,-0.098244,18.824,17.915,17.577,17.427,17.373,0.017,5.05E-3,4.783E-3,5.431E-3,0.014
582093500493070558,756,20,3,756,222,6,228.995368,-0.088117,18.387,16.129,15.209,14.797,14.583,0.013,2.758E-3,2.373E-3,2.474E-3,3.645E-3
582093500493070559,756,20,3,756,223,6,228.996364,-0.089755,18.921,17.661,17.355,17.222,17.194,0.018,4.53E-3,4.346E-3,4.922E-3,0.012
582093500493070560,756,20,3,756,224,6,228.993599,-0.086545,21.468,20.098,19.516,19.245,19.145,0.103,0.016,0.014,0.016,0.05
582093500493070561,756,20,3,756,225,6,228.998493,-0.08866,21.985,20.853,20.523,20.351,20.21,0.159,0.028,0.03,0.039,0.125
582093500493070562,756,20,3,756,226,6,228.994609,-0.089315,22.238,21.148,20.795,20.642,21.536,0.199,0.035,0.038,0.053,0.381
582093500493070563,756,20,3,756,227,6,228.993859,-0.085336,22.59,21.477,21.128,20.901,20.967,0.254,0.043,0.047,0.06,0.232
582093500493070564,756,20,3,756,228,3,228.996999,-0.086437,25.391,24.549,22.935,21.593,21.02,0.646,0.45,0.224,0.112,0.247
582093500493070565,756,20,3,756,229,6,228.995807,-0.09132,23.689,22.643,22.227,21.611,21.419,0.602,0.112,0.123,0.114,0.346
582093500493070570,756,20,3,756,234,6,228.996131,-0.134807,20.591,19.316,18.742,18.485,18.349,0.053,0.01,8.719E-3,9.747E-3,0.027
582093500493070586,756,20,3,756,250,6,228.998234,-0.135991,23.268,22.363,21.74,21.651,21.665,0.429,0.086,0.078,0.112,0.395
582093500493070626,756,20,3,756,290,6,229.037608,-0.108545,20.848,19.601,19.032,18.784,18.683,0.064,0.012,0.01,0.012,0.035
582093500493070628,756,20,3,756,292,6,229.035845,-0.108264,21.374,19.941,19.373,19.113,19.041,0.097,0.015,0.013,0.015,0.048
582093500493070710,756,20,3,756,374,6,229.008355,-0.134107,18.886,16.938,16.138,15.779,15.586,0.018,3.449E-3,2.848E-3,2.949E-3,5.327E-3
582093500493070711,756,20,3,756,375,6,229.005929,-0.133279,21.967,20.645,20.269,20.107,20.221,0.157,0.024,0.025,0.032,0.128
582093500493070712,756,20,3,756,376,3,229.006857,-0.13428,21.931,21.057,20.718,20.46,20.307,0.17,0.036,0.04,0.049,0.161
582093500493070713,756,20,3,756,377,3,229.00596,-0.136232,21.901,20.997,20.39,20.066,20.038,0.227,0.045,0.041,0.048,0.18
582093500493070714,756,20,3,756,378,6,229.005071,-0.133031,22.927,22.277,21.831,21.585,21.626,0.335,0.082,0.084,0.107,0.385
582093500493070768,756,20,3,756,432,6,229.023152,-0.083894,19.958,18.551,17.962,17.707,17.602,0.035,6.901E-3,5.809E-3,6.416E-3,0.017
582093500493070769,756,20,3,756,433,6,229.025115,-0.082774,23.56,21.7,20.847,20.439,20.697,0.516,0.049,0.036,0.039,0.176
582093500493070770,756,20,3,756,434,3,229.021993,-0.084971,22.224,21.257,20.844,20.67,20.413,0.314,0.058,0.062,0.085,0.262
582093500493070771,756,20,3,756,435,6,229.024315,-0.08255,23.797,22.411,22.021,22.192,21.905,0.592,0.086,0.095,0.172,0.436
582093500493070772,756,20,3,756,436,6,229.021091,-0.082483,24.785,25.05,23.69,21.636,20.869,0.741,0.461,0.369,0.105,0.197
582093500493070773,756,20,3,756,437,6,229.022159,-0.082911,23.299,22.226,21.896,21.708,21.701,0.43,0.075,0.086,0.115,0.388
582093500493070774,756,20,3,756,438,3,229.020385,-0.082627,24.295,23.076,22.662,22.007,21.38,0.929,0.19,0.212,0.194,0.398
582093500493070775,756,20,3,756,439,6,229.024421,-0.085385,24.506,23.391,23.754,22.707,22.541,0.773,0.196,0.4,0.275,0.601
582093500493070784,756,20,3,756,448,6,229.031349,-0.126175,21.808,20.696,20.333,20.162,20.011,0.136,0.024,0.026,0.033,0.105
582093500493070795,756,20,3,756,459,6,229.031238,-0.123524,22.571,21.472,21.172,20.895,20.964,0.274,0.046,0.053,0.065,0.253
582093500493070796,756,20,3,756,460,6,229.030346,-0.12325,22.402,21.735,21.279,21.098,21.883,0.216,0.052,0.053,0.07,0.451
582093500493070798,756,20,3,756,462,6,229.030684,-0.124847,22.883,21.633,21.27,21.034,20.98,0.325,0.049,0.053,0.067,0.236
582093500493070801,756,20,3,756,465,6,229.032547,-0.12453,22.398,21.774,21.439,21.285,21.159,0.207,0.051,0.058,0.078,0.252
582093500493070841,756,20,3,756,505,6,229.034689,-0.127237,19.424,17.768,17.065,16.757,16.576,0.024,4.748E-3,3.881E-3,4.045E-3,8.615E-3
582093500493070842,756,20,3,756,506,6,229.033266,-0.127989,18.92,17.674,17.295,17.121,17.072,0.018,4.572E-3,4.239E-3,4.709E-3,0.012
582093500493070843,756,20,3,756,507,6,229.033623,-0.126904,25.24,21.304,19.745,17.921,16.99,0.646,0.037,0.016,7.16E-3,0.011
582093500493070845,756,20,3,756,509,6,229.036495,-0.12791,24.368,22.747,22.46,22.083,21.555,0.73,0.112,0.137,0.155,0.346
582093500493070846,756,20,3,756,510,6,229.034799,-0.129395,23.639,22.898,22.768,22.194,21.896,0.525,0.126,0.178,0.17,0.433
582093500493070851,756,20,3,756,515,6,229.032891,-0.086017,21.967,20.83,20.476,20.373,20.26,0.154,0.027,0.028,0.039,0.128
582093500493070852,756,20,3,756,516,6,229.032155,-0.084228,21.885,21.152,20.836,20.818,20.815,0.144,0.034,0.038,0.056,0.207
582093500493070879,756,20,3,756,543,6,229.038794,-0.097898,19.879,17.464,16.351,15.906,15.674,0.032,4.197E-3,3.038E-3,3.06E-3,5.481E-3
582093500493070882,756,20,3,756,546,6,229.040241,-0.097785,22.13,21.156,20.887,20.759,20.723,0.168,0.032,0.037,0.05,0.176
582093500493070883,756,20,3,756,547,6,229.041995,-0.099456,22.459,21.541,21.152,20.882,20.971,0.222,0.044,0.046,0.057,0.223
582093500493070884,756,20,3,756,548,6,229.040842,-0.098556,23.454,22.368,21.934,21.712,21.091,0.489,0.085,0.09,0.117,0.248
582093500493070888,756,20,3,756,552,6,229.041619,-0.097512,22.617,22.974,22.574,22.139,22.158,0.257,0.141,0.158,0.171,0.525
582093500493070890,756,20,3,756,554,6,229.038386,-0.099582,22.997,24.633,23.75,22.202,21.725,0.363,0.467,0.425,0.193,0.431
582093500493071193,756,20,3,756,857,6,228.983255,-0.118595,22.307,21.365,21.152,20.848,20.759,0.191,0.037,0.046,0.054,0.181
582093500493071236,756,20,3,756,900,6,228.9901,-0.091018,25.124,24.156,22.561,21.108,20.231,0.745,0.367,0.161,0.073,0.126
582093500493071239,756,20,3,756,903,6,228.990477,-0.089483,23.272,21.905,21.63,21.259,20.898,0.458,0.063,0.075,0.086,0.232
582093500493071242,756,20,3,756,906,6,228.989432,-0.089451,23.055,22.525,22.097,21.81,21.844,0.352,0.094,0.1,0.123,0.414
582093500493071244,756,20,3,756,908,3,228.989372,-0.091952,25.407,22.929,22.431,22.046,21.979,0.733,0.164,0.167,0.19,0.584
582093500493071250,756,20,3,756,914,6,228.984475,-0.094742,22.479,20.618,19.969,19.666,19.554,0.24,0.023,0.02,0.023,0.072
582093500493071251,756,20,3,756,915,6,228.988026,-0.090726,21.755,20.727,20.304,20.17,20.096,0.128,0.025,0.024,0.033,0.109
582093500493071252,756,20,3,756,916,6,228.986014,-0.093704,22.016,21.145,20.866,20.649,20.944,0.153,0.032,0.036,0.046,0.211
582093500493071253,756,20,3,756,917,6,228.986712,-0.091769,22.425,21.34,21.019,20.813,20.751,0.221,0.039,0.043,0.055,0.191
582093500493071254,756,20,3,756,918,6,228.986395,-0.092666,23.424,22.454,21.902,21.763,21.563,0.464,0.09,0.086,0.12,0.355
582093500493071274,756,20,3,756,938,6,228.986285,-0.121583,21.48,20.129,19.595,19.339,19.185,0.103,0.018,0.016,0.019,0.052
582093500493071289,756,20,3,756,953,6,228.98815,-0.124902,22.84,21.352,21.05,20.899,21.102,0.309,0.039,0.044,0.06,0.263
582093500493071290,756,20,3,756,954,6,228.987397,-0.126115,23.083,21.671,21.164,21.177,21.034,0.362,0.048,0.047,0.072,0.236
582093500493071291,756,20,3,756,955,6,228.988798,-0.128174,22.7,21.652,21.313,21.239,20.611,0.276,0.05,0.055,0.08,0.171
582093500493071292,756,20,3,756,956,6,228.988051,-0.126923,22.853,21.673,21.329,21.102,21.383,0.304,0.049,0.054,0.068,0.311
582093500493071294,756,20,3,756,958,6,228.988945,-0.123758,25.33,22.953,22.045,22.228,22.597,0.668,0.147,0.106,0.196,0.657
582093500493071298,756,20,3,756,962,6,228.988105,-0.103263,22.287,20.792,20.289,19.961,19.832,0.219,0.028,0.027,0.031,0.099
582093500493071299,756,20,3,756,963,6,228.986305,-0.104049,23.013,21.639,21.203,21.16,21.12,0.357,0.049,0.05,0.075,0.265
582093500493071305,756,20,3,756,969,6,228.989336,-0.094136,21.478,20.422,20.076,19.872,19.899,0.104,0.02,0.021,0.026,0.094
582093500493071306,756,20,3,756,970,6,228.988656,-0.093956,21.819,20.792,20.423,20.366,20.413,0.136,0.026,0.027,0.038,0.143
582093500493071307,756,20,3,756,971,6,228.990858,-0.094929,21.71,20.944,20.661,20.449,20.439,0.124,0.029,0.033,0.041,0.148
582093500493071308,756,20,3,756,972,6,228.990894,-0.093756,23.843,22.701,22.163,22.33,21.811,0.596,0.108,0.106,0.192,0.41
582093500493071313,756,20,3,756,977,6,228.989358,-0.108077,24.42,23.206,22.698,22.088,22.856,0.926,0.207,0.212,0.2,0.772
582093500493071332,756,20,3,756,996,3,228.99354,-0.132425,24.717,23.883,22.385,21.356,20.879,0.841,0.315,0.145,0.095,0.231
582093500493071341,756,20,3,756,1005,6,228.993609,-0.124313,21.801,20.574,20.157,20.049,20.029,0.136,0.022,0.022,0.03,0.106
582093500493071342,756,20,3,756,1006,6,228.995258,-0.126752,22.303,21.883,21.483,21.313,21.233,0.198,0.058,0.062,0.083,0.281
582093500493071343,756,20,3,756,1007,6,228.993765,-0.125301,22.892,22.245,21.787,21.727,22.615,0.308,0.075,0.077,0.114,0.585
582093500493071344,756,20,3,756,1008,3,228.992283,-0.124853,25.167,22.263,21.08,20.621,19.972,1.387,0.157,0.092,0.095,0.207
582093500493071345,756,20,3,756,1009,6,228.992781,-0.127209,23.974,22.43,22.075,21.819,22.861,0.728,0.097,0.112,0.142,0.694
582093500493071346,756,20,3,756,1010,6,228.993416,-0.126373,23.625,22.908,22.43,22.291,21.938,0.529,0.129,0.133,0.186,0.445
582093500493071347,756,20,3,756,1011,6,228.99481,-0.125095,23.225,23.011,22.75,22.569,22.591,0.405,0.141,0.177,0.236,0.591
582093500493071348,756,20,3,756,1012,6,228.993942,-0.125811,24.029,23.191,23.05,22.01,22.017,0.714,0.173,0.246,0.16,0.518
582093500493071349,756,20,3,756,1013,3,228.99328,-0.127772,24.527,24.347,24.18,23.156,20.504,1.109,0.575,0.751,0.573,0.221
582093500493071369,756,20,3,756,1033,6,228.996048,-0.084021,20.485,19.213,18.688,18.467,18.35,0.049,0.01,8.849E-3,0.01,0.029
582093500493071377,756,20,3,756,1041,6,228.996587,-0.132115,21.305,20.218,19.73,19.495,19.396,0.089,0.017,0.016,0.019,0.061
582093500493071378,756,20,3,756,1042,3,228.998365,-0.128185,21.332,20.223,19.835,19.694,19.535,0.11,0.02,0.021,0.027,0.087
582093500493071380,756,20,3,756,1044,6,228.996826,-0.13169,24.671,20.964,20.423,20.492,20.364,0.853,0.032,0.029,0.046,0.151
582093500493071384,756,20,3,756,1048,6,228.997334,-0.12631,22.441,21.171,20.789,20.656,20.896,0.22,0.033,0.035,0.047,0.213
582093500493071392,756,20,3,756,1056,6,228.997865,-0.129847,22.747,21.623,21.252,21.184,20.813,0.283,0.047,0.051,0.074,0.199
582093500493071394,756,20,3,756,1058,6,228.997705,-0.133007,24.629,22.088,21.721,21.307,22.063,0.776,0.068,0.076,0.082,0.501
582093500493071439,756,20,3,756,1103,6,229.000319,-0.087215,20.655,19.281,18.685,18.403,18.299,0.056,9.983E-3,8.411E-3,9.3E-3,0.026
582093500493071440,756,20,3,756,1104,6,228.999329,-0.085826,21.579,20.642,20.296,20.13,19.983,0.112,0.023,0.024,0.032,0.1
582093500493071453,756,20,3,756,1117,6,229.001887,-0.135217,22.058,20.879,20.56,20.268,20.399,0.18,0.03,0.033,0.039,0.162
582093500493071454,756,20,3,756,1118,6,229.001541,-0.134645,23.466,22.287,21.886,21.889,21.774,0.48,0.078,0.085,0.133,0.409
582093500493071457,756,20,3,756,1121,6,229.004831,-0.08503,23.559,20.853,19.651,19.206,19.029,0.538,0.027,0.016,0.016,0.046
582093500493071462,756,20,3,756,1126,6,229.006396,-0.085098,22.653,21.801,21.418,21.132,22.201,0.285,0.058,0.064,0.078,0.597
582093500493071463,756,20,3,756,1127,6,229.005404,-0.083251,23.953,22.461,21.961,21.701,21.267,0.648,0.091,0.091,0.113,0.279
582093500493071480,756,20,3,756,1144,6,229.007575,-0.078226,20.731,19.627,19.593,19.638,19.583,0.061,0.013,0.015,0.023,0.076
582093500493071481,756,20,3,756,1145,6,229.008824,-0.079586,21.804,20.703,20.354,20.278,20.27,0.136,0.024,0.026,0.036,0.129
582093500493071482,756,20,3,756,1146,6,229.008176,-0.08122,23.163,22.386,21.981,21.609,21.766,0.391,0.086,0.093,0.105,0.405
582093500493071508,756,20,3,756,1172,3,229.011808,-0.138869,20.62,19.624,19.293,19.177,19.239,0.068,0.014,0.015,0.02,0.077
582093500493071509,756,20,3,756,1173,6,229.013606,-0.139484,22.114,21.062,20.76,20.548,20.668,0.17,0.031,0.035,0.044,0.18
582093500493071514,756,20,3,756,1178,6,229.012516,-0.079035,20.507,19.149,18.577,18.294,18.209,0.05,9.325E-3,7.952E-3,8.751E-3,0.025
582093500493071527,756,20,3,756,1191,6,229.013898,-0.134697,22.245,20.38,19.612,19.296,19.132,0.188,0.019,0.015,0.017,0.049
582093500493071528,756,20,3,756,1192,6,229.019781,-0.133459,21.455,20.479,20.081,19.865,19.667,0.101,0.021,0.021,0.026,0.078
582093500493071529,756,20,3,756,1193,3,229.018033,-0.135471,19.614,18.621,18.277,17.98,17.834,0.051,0.011,0.012,0.014,0.045
582093500493071530,756,20,3,756,1194,6,229.017897,-0.133743,23.564,21.614,21.25,20.908,20.874,0.525,0.047,0.052,0.06,0.212
582093500493071531,756,20,3,756,1195,6,229.015948,-0.135537,23.1,21.674,21.261,21.12,21.084,0.369,0.048,0.051,0.069,0.245
582093500493071532,756,20,3,756,1196,3,229.019256,-0.135299,22.635,21.997,21.538,21.359,22.403,0.284,0.071,0.074,0.098,0.665
582093500493071533,756,20,3,756,1197,3,229.013637,-0.13371,22.152,21.41,21.111,20.789,20.823,0.244,0.055,0.066,0.077,0.301
582093500493071534,756,20,3,756,1198,3,229.016552,-0.133558,23.613,22.79,22.21,21.533,21.89,0.641,0.146,0.138,0.122,0.56
582093500493071535,756,20,3,756,1199,6,229.014833,-0.136123,23.582,22.448,22.522,22.004,21.992,0.556,0.095,0.159,0.161,0.513
582093500493071536,756,20,3,756,1200,6,229.016631,-0.135025,24.609,23.096,22.735,22.581,23.342,0.756,0.15,0.173,0.237,0.531
582093500493071537,756,20,3,756,1201,3,229.015445,-0.134165,23.453,26.027,22.887,21.903,20.953,0.595,0.43,0.256,0.175,0.281
582093500493071538,756,20,3,756,1202,6,229.013796,-0.131908,23.89,22.886,22.688,22.299,22.522,0.611,0.125,0.166,0.187,0.575
582093500493071555,756,20,3,756,1219,6,229.015421,-0.08495,21.897,20.972,20.699,20.508,20.527,0.142,0.03,0.033,0.042,0.155
582093500493071608,756,20,3,756,1272,6,229.030551,-0.132599,22.277,19.7,18.26,17.603,17.238,0.198,0.013,6.706E-3,5.944E-3,0.013
582093500493071609,756,20,3,756,1273,6,229.03024,-0.133079,22.056,20.701,20.238,20.073,20.396,0.157,0.025,0.024,0.031,0.138
582093500493071613,756,20,3,756,1277,6,229.030975,-0.13118,21.656,20.798,20.464,20.343,20.292,0.121,0.027,0.029,0.039,0.137
582093500493071616,756,20,3,756,1280,6,229.018034,-0.130946,24.195,22.164,20.789,20.161,20.037,0.699,0.069,0.034,0.031,0.098
582093500493071619,756,20,3,756,1283,6,229.02443,-0.128274,22.747,21.337,21.025,21.008,20.95,0.296,0.04,0.045,0.068,0.241
582093500493071620,756,20,3,756,1284,3,229.028304,-0.133846,22.456,21.372,20.925,20.806,20.506,0.257,0.044,0.046,0.064,0.193
582093500493071621,756,20,3,756,1285,6,229.030517,-0.129822,22.383,21.573,21.265,21.005,20.87,0.202,0.044,0.05,0.061,0.201
582093500493071622,756,20,3,756,1286,6,229.028039,-0.128568,22.875,21.548,21.094,20.804,20.891,0.344,0.049,0.05,0.06,0.241
