objID,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
582093500493070789,756,20,3,756,453,6,229.016686,-0.116852,21.838,21.023,20.729,20.731,20.648,0.139,0.031,0.035,0.053,0.179
582093500493070790,756,20,3,756,454,6,229.017553,-0.115592,22.091,21.183,20.836,20.661,20.716,0.169,0.034,0.037,0.049,0.188
582093500493071484,756,20,3,756,1148,6,229.007608,-0.10217,23.603,20.878,19.402,18.563,18.158,0.563,0.028,0.013,0.01,0.024
582093500493071485,756,20,3,756,1149,6,229.007864,-0.102829,23.601,22.201,21.919,21.975,22.698,0.526,0.073,0.09,0.148,0.589
582093500493071486,756,20,3,756,1150,6,229.00708,-0.103582,23.639,22.611,22.169,21.661,21.304,0.63,0.121,0.129,0.131,0.352
582093500493071575,756,20,3,756,1239,6,229.016864,-0.101813,21.717,20.946,20.623,20.465,20.392,0.128,0.03,0.032,0.043,0.148
582093500493071599,756,20,3,756,1263,6,229.017844,-0.099802,22.402,21.231,20.874,20.818,20.658,0.22,0.036,0.039,0.056,0.181
582093500493071602,756,20,3,756,1266,6,229.016407,-0.099154,24.736,23.108,22.38,21.819,22.653,0.976,0.202,0.17,0.166,0.818
582093500493071605,756,20,3,756,1269,6,229.019603,-0.112649,21.478,20.51,20.185,19.98,20.031,0.106,0.022,0.023,0.029,0.109
582093500493071606,756,20,3,756,1270,6,229.018476,-0.112818,22.351,21.757,21.476,21.23,20.889,0.211,0.054,0.063,0.08,0.218
582093500493071635,756,20,3,756,1299,6,229.021175,-0.1112,22.095,21.232,20.869,20.622,20.688,0.162,0.034,0.037,0.045,0.17
582093500493071637,756,20,3,756,1301,6,229.021864,-0.110681,23.438,21.83,21.366,21.45,21.388,0.493,0.058,0.058,0.096,0.323
582093500493072163,756,20,3,756,1827,6,229.014425,-0.099669,22.268,21.483,21.073,21.106,20.988,0.192,0.043,0.044,0.07,0.23
582093500493072167,756,20,3,756,1831,6,229.013955,-0.098855,23.225,21.981,21.672,21.464,21.659,0.41,0.062,0.072,0.093,0.378
582093500493070623,756,20,3,756,287,6,229.000764,-0.106382,18.833,17.549,17.511,17.484,17.547,0.017,4.302E-3,4.644E-3,5.583E-3,0.016
582093500493070632,756,20,3,756,296,6,229.007724,-0.117592,21.707,20.561,20.118,19.922,19.811,0.12,0.022,0.021,0.026,0.083
582093500493070633,756,20,3,756,297,3,229.024304,-0.106931,21.917,20.954,20.236,19.437,18.8,0.201,0.04,0.034,0.025,0.054
582093500493070635,756,20,3,756,299,3,229.002787,-0.111282,21.236,20.193,19.506,19.142,19.066,0.114,0.022,0.018,0.02,0.069
582093500493070643,756,20,3,756,307,3,229.023146,-0.108266,21.347,20.336,19.958,19.764,19.59,0.117,0.023,0.024,0.03,0.096
582093500493070650,756,20,3,756,314,6,229.005518,-0.099669,21.259,20.24,19.858,19.734,19.687,0.095,0.019,0.019,0.026,0.089
582093500493070651,756,20,3,756,315,6,229.005028,-0.100941,21.83,20.62,20.251,20.058,20.153,0.132,0.023,0.023,0.029,0.11
582093500493070653,756,20,3,756,317,6,229.004802,-0.101471,22.181,21.21,20.764,20.713,21.202,0.193,0.038,0.037,0.055,0.302
582093500493070657,756,20,3,756,321,6,229.006128,-0.099227,23.458,22.259,21.844,21.538,21.303,0.493,0.079,0.085,0.102,0.301
582093500493070659,756,20,3,756,323,6,229.003504,-0.101206,23.784,22.736,22.091,21.751,22.65,0.59,0.113,0.101,0.118,0.593
582093500493070733,756,20,3,756,397,6,229.012792,-0.119955,21.675,20.868,20.581,20.408,20.312,0.12,0.027,0.03,0.039,0.132
582093500493070734,756,20,3,756,398,6,229.014628,-0.118344,23.036,21.778,21.514,21.25,22.112,0.356,0.053,0.063,0.078,0.511
582093500493070735,756,20,3,756,399,6,229.013664,-0.118265,23.639,21.918,21.544,21.279,21.284,0.621,0.066,0.073,0.091,0.335
582093500493070739,756,20,3,756,403,6,229.014804,-0.119868,24.044,23.063,22.73,22.131,22.277,0.698,0.154,0.182,0.172,0.564
582093500493070783,756,20,3,756,447,3,229.018269,-0.116953,21.297,20.242,19.912,19.69,19.718,0.105,0.02,0.022,0.027,0.102
582093500493071495,756,20,3,756,1159,6,229.008735,-0.097076,25.243,24.006,22.648,22.631,22.458,0.637,0.303,0.161,0.247,0.561
582093500493071498,756,20,3,756,1162,6,229.011024,-0.118538,21.599,20.53,20.127,19.934,19.858,0.114,0.022,0.023,0.028,0.091
582093500493071598,756,20,3,756,1262,6,229.020508,-0.100517,24.253,23.427,22.234,20.6,19.882,0.714,0.196,0.113,0.044,0.086
582093500493071600,756,20,3,756,1264,6,229.019433,-0.100472,22.437,21.674,21.297,21.237,21.645,0.235,0.052,0.056,0.083,0.421
582093500493071601,756,20,3,756,1265,6,229.018571,-0.098663,23.184,21.86,21.522,21.321,20.927,0.408,0.058,0.066,0.086,0.225
582093500493071636,756,20,3,756,1300,6,229.0222,-0.111202,22.585,21.586,21.122,20.984,20.754,0.241,0.045,0.045,0.06,0.179
582093500493071643,756,20,3,756,1307,6,229.02287,-0.102418,21.546,20.534,19.964,19.729,19.839,0.106,0.022,0.019,0.023,0.086
582093500493071644,756,20,3,756,1308,3,229.022011,-0.101584,23.207,22.921,21.564,21.062,20.605,0.557,0.189,0.092,0.095,0.241
582093500493071645,756,20,3,756,1309,6,229.022704,-0.100496,23.224,22.85,22.653,21.968,22.123,0.44,0.137,0.182,0.159,0.563
582093500493071646,756,20,3,756,1310,6,229.02341,-0.10351,25.622,23.402,22.894,22.168,22.078,0.515,0.195,0.2,0.169,0.488
582093500493072169,756,20,3,756,1833,3,229.014792,-0.097511,23.717,22.721,22.377,22.136,21.445,0.598,0.119,0.138,0.177,0.346
582093500493073201,756,20,3,756,2865,6,229.013725,-0.095986,24.65,22.457,21.262,20.634,20.388,0.765,0.09,0.05,0.046,0.134
582093500493073202,756,20,3,756,2866,6,229.013,-0.096304,25.051,23.46,22.979,23.044,21.785,0.819,0.239,0.257,0.419,0.487
582093500493073232,756,20,3,756,2896,6,229.018332,-0.119151,24.922,23.285,22.795,22.778,21.848,0.726,0.177,0.184,0.281,0.425
582093500493073250,756,20,3,756,2914,6,229.020298,-0.114538,23.389,22.59,22.211,22.171,21.634,0.494,0.109,0.121,0.185,0.404
582093500493073251,756,20,3,756,2915,6,229.019691,-0.115747,24.184,23.419,22.599,23.245,22.547,0.743,0.207,0.163,0.421,0.62
582093500493073820,756,20,3,756,3484,6,229.023536,-0.112223,26.103,24.025,22.764,22.988,23.293,0.382,0.339,0.194,0.363,0.601
582093500493070622,756,20,3,756,286,6,229.0261,-0.107071,17.031,15.819,15.378,15.204,15.16,6.781E-3,2.55E-3,2.413E-3,2.624E-3,4.427E-3
582093500493070624,756,20,3,756,288,6,229.027107,-0.108502,19.436,18.101,17.547,17.28,17.201,0.025,5.512E-3,4.748E-3,5.106E-3,0.013
582093500493070630,756,20,3,756,294,6,229.000473,-0.113137,21.523,20.294,19.733,19.513,19.463,0.105,0.018,0.016,0.019,0.063
582093500493070637,756,20,3,756,301,6,229.001419,-0.115375,21.699,20.545,20.143,20.02,20.088,0.126,0.022,0.022,0.03,0.113
582093500493070638,756,20,3,756,302,6,229.028834,-0.106405,21.621,20.567,20.212,20.084,20.173,0.114,0.022,0.023,0.03,0.117
582093500493070642,756,20,3,756,306,3,229.025246,-0.110466,21.567,20.384,20.026,19.892,20.013,0.137,0.023,0.024,0.033,0.135
582093500493070648,756,20,3,756,312,6,229.001322,-0.09999,19.705,18.179,17.561,17.263,17.13,0.029,5.692E-3,4.748E-3,5.032E-3,0.012
582093500493070649,756,20,3,756,313,6,228.999337,-0.104414,21.62,20.351,19.845,19.56,19.53,0.114,0.019,0.017,0.02,0.067
582093500493070652,756,20,3,756,316,3,229.002805,-0.097902,20.392,19.407,19.182,18.991,18.944,0.064,0.014,0.015,0.02,0.07
582093500493070654,756,20,3,756,318,6,229.002136,-0.096595,22.546,21.185,20.912,20.78,20.726,0.234,0.033,0.038,0.051,0.176
582093500493070655,756,20,3,756,319,6,229.000755,-0.100816,22.211,21.264,20.872,20.715,20.647,0.185,0.037,0.038,0.051,0.173
582093500493070656,756,20,3,756,320,6,229.001676,-0.101962,22.317,21.416,21.005,20.829,20.857,0.218,0.044,0.046,0.061,0.231
582093500493070658,756,20,3,756,322,3,228.999842,-0.103575,23.157,22.402,21.899,21.565,21.222,0.463,0.105,0.107,0.126,0.341
582093500493070660,756,20,3,756,324,3,229.004525,-0.098693,23.637,22.324,21.828,21.482,21.32,0.75,0.11,0.114,0.134,0.425
582093500493070661,756,20,3,756,325,6,228.998892,-0.101721,23.795,22.619,22.297,22.089,22.023,0.618,0.107,0.126,0.166,0.497
582093500493070662,756,20,3,756,326,6,228.998242,-0.103515,24.748,23.302,22.622,22.827,22.169,0.746,0.178,0.157,0.29,0.498
582093500493070663,756,20,3,756,327,6,229.002386,-0.095061,23.393,23.043,22.536,22.206,22.106,0.535,0.171,0.175,0.209,0.605
582093500493070664,756,20,3,756,328,3,228.998456,-0.105716,23.927,23.143,22.563,22.172,21.315,0.805,0.206,0.195,0.222,0.384
582093500493070665,756,20,3,756,329,6,228.999916,-0.101575,23.982,23.317,22.551,22.417,23.699,0.702,0.195,0.162,0.227,0.485
582093500493070666,756,20,3,756,330,6,228.998772,-0.102855,23.27,23.005,22.871,23.017,21.479,0.427,0.144,0.2,0.348,0.334
582093500493070731,756,20,3,756,395,6,229.013165,-0.121251,21.83,19.44,18.008,16.986,16.431,0.142,0.011,5.911E-3,4.526E-3,8.175E-3
582093500493070732,756,20,3,756,396,6,229.015051,-0.121385,19.803,18.246,17.588,17.3,17.156,0.031,5.901E-3,4.805E-3,5.168E-3,0.012
582093500493070736,756,20,3,756,400,3,229.014085,-0.121857,23.037,22.002,21.277,21.561,22.134,0.549,0.099,0.085,0.163,0.841
582093500493070737,756,20,3,756,401,6,229.01598,-0.122697,25.224,23.241,22.495,21.941,21.401,0.646,0.169,0.141,0.138,0.304
582093500493070738,756,20,3,756,402,6,229.013166,-0.122806,23.158,22.976,22.672,22.066,21.98,0.378,0.135,0.164,0.153,0.459
582093500493070740,756,20,3,756,404,6,229.011571,-0.121582,23.987,23.404,22.906,22.242,21.296,0.685,0.204,0.212,0.189,0.301
582093500493070779,756,20,3,756,443,6,229.02379,-0.115936,18.89,17.622,17.306,17.152,17.115,0.018,4.464E-3,4.255E-3,4.787E-3,0.012
582093500493070780,756,20,3,756,444,6,229.020127,-0.122847,21.376,19.957,19.406,19.162,19.074,0.096,0.015,0.013,0.015,0.048
582093500493070781,756,20,3,756,445,6,229.02138,-0.117398,24.177,21.303,19.843,19.129,18.768,0.785,0.039,0.018,0.016,0.039
582093500493070782,756,20,3,756,446,6,229.024683,-0.11476,21.177,20.275,19.901,19.719,19.812,0.085,0.019,0.019,0.024,0.094
582093500493070787,756,20,3,756,451,6,229.025217,-0.116612,22.117,20.964,20.57,20.424,20.504,0.168,0.029,0.029,0.039,0.151
582093500493070788,756,20,3,756,452,3,229.020646,-0.119039,21.994,20.793,20.551,20.404,20.461,0.172,0.028,0.033,0.044,0.172
582093500493070791,756,20,3,756,455,6,229.026534,-0.11328,22.904,21.16,20.831,20.705,21.07,0.346,0.035,0.039,0.053,0.279
582093500493070792,756,20,3,756,456,3,229.025163,-0.118997,21.938,20.874,20.606,20.486,20.485,0.2,0.035,0.042,0.058,0.227
582093500493070799,756,20,3,756,463,3,229.024592,-0.117885,23.877,21.475,20.455,19.734,19.447,1.691,0.111,0.069,0.057,0.175
582093500493070802,756,20,3,756,466,6,229.028703,-0.112675,22.945,21.632,21.376,21.171,20.99,0.338,0.048,0.058,0.075,0.236
582093500493071388,756,20,3,756,1052,6,229.006522,-0.122944,22.612,21.341,20.964,20.784,20.72,0.256,0.038,0.04,0.053,0.185
582093500493071400,756,20,3,756,1064,3,229.00687,-0.121618,23.217,22.166,21.809,21.53,21.022,0.464,0.081,0.093,0.115,0.272
582093500493071406,756,20,3,756,1070,6,228.997716,-0.115398,23.495,21.79,21.362,21.131,21.65,0.568,0.06,0.063,0.082,0.451
582093500493071408,756,20,3,756,1072,6,228.999343,-0.115804,23.257,22.245,21.938,21.659,21.237,0.466,0.086,0.101,0.126,0.321
582093500493071417,756,20,3,756,1081,6,228.997038,-0.109422,21.884,19.403,17.994,17.26,16.863,0.144,0.011,5.83E-3,5.05E-3,0.01
582093500493071418,756,20,3,756,1082,6,228.999084,-0.108666,22.395,21.565,21.207,21.079,21.639,0.212,0.045,0.049,0.068,0.386
582093500493071492,756,20,3,756,1156,6,229.010759,-0.093845,20.961,19.734,19.176,18.911,18.833,0.07,0.013,0.011,0.013,0.039
582093500493071493,756,20,3,756,1157,6,229.008747,-0.094598,22.891,21.599,21.145,21.151,20.766,0.323,0.047,0.047,0.073,0.192
582093500493071494,756,20,3,756,1158,6,229.009268,-0.095704,23.82,22.553,21.959,21.998,23.099,0.631,0.103,0.096,0.155,0.622
582093500493071496,756,20,3,756,1160,6,229.012407,-0.093803,24.772,23.132,22.549,22.731,21.468,0.851,0.178,0.169,0.31,0.375
582093500493071597,756,20,3,756,1261,6,229.0182,-0.096762,21.682,20.623,20.305,20.125,20.089,0.127,0.024,0.026,0.033,0.117
582093500493071633,756,20,3,756,1297,6,229.020663,-0.097511,21.965,21.115,20.738,20.596,20.357,0.153,0.033,0.034,0.046,0.138
582093500493071642,756,20,3,756,1306,6,229.023535,-0.101312,20.632,19.513,19.347,19.283,19.248,0.054,0.011,0.013,0.017,0.054
582093500493071660,756,20,3,756,1324,6,229.024898,-0.097618,20.292,18.891,18.288,18.012,17.888,0.043,8.16E-3,6.806E-3,7.463E-3,0.02
582093500493071661,756,20,3,756,1325,3,229.024573,-0.098716,22.668,22.075,21.503,21.436,21.323,0.318,0.082,0.077,0.114,0.373
582093500493072450,756,20,3,756,2114,6,229.015577,-0.094347,22.34,21.193,20.877,20.822,20.549,0.213,0.035,0.039,0.057,0.168
582093500493073100,756,20,3,756,2764,3,228.999295,-0.110804,23.347,22.929,22.512,22.11,21.49,0.54,0.166,0.181,0.203,0.424
582093500493073127,756,20,3,756,2791,6,229.004874,-0.118756,25.261,22.859,22.482,22.167,21.958,0.677,0.132,0.15,0.181,0.49
582093500493073130,756,20,3,756,2794,6,229.005218,-0.09719,24.978,23.107,22.471,22.043,22.506,0.909,0.197,0.181,0.198,0.776
582093500493073148,756,20,3,756,2812,6,229.007223,-0.09583,22.948,21.803,21.463,21.303,20.81,0.335,0.055,0.061,0.083,0.2
582093500493073210,756,20,3,756,2874,3,229.013938,-0.09245,22.507,21.257,20.953,20.699,20.931,0.318,0.047,0.055,0.07,0.322
582093500493073211,756,20,3,756,2875,6,229.012019,-0.091774,23.11,22.083,21.723,21.555,21.48,0.385,0.069,0.077,0.104,0.369
582093500493073231,756,20,3,756,2895,6,229.018052,-0.121449,22.978,22.588,22.276,22.008,22.532,0.349,0.106,0.125,0.157,0.626
582093500493073255,756,20,3,756,2919,6,229.02126,-0.094783,22.813,21.702,21.302,20.976,21.026,0.322,0.054,0.058,0.068,0.262
582093500493073279,756,20,3,756,2943,6,229.022737,-0.120083,23.438,22.722,22.362,22.045,21.697,0.474,0.112,0.128,0.152,0.387
582093500493073280,756,20,3,756,2944,6,229.022958,-0.121051,24.924,23.28,22.249,22.534,22.101,0.822,0.201,0.132,0.265,0.573
582093500493073296,756,20,3,756,2960,6,229.026623,-0.099899,24.618,23.046,22.877,21.902,23.508,0.982,0.189,0.259,0.179,0.669
582093500493073807,756,20,3,756,3471,6,229.01037,-0.120538,23.629,24.047,22.651,23.297,22.355,0.531,0.31,0.161,0.411,0.546
582093500493070526,756,20,3,756,190,6,228.99236,-0.116726,23.265,22.305,21.906,21.387,21.685,0.407,0.078,0.085,0.085,0.374
582093500493070530,756,20,3,756,194,6,228.991638,-0.114817,23.915,24.246,23.456,21.414,20.807,0.715,0.406,0.357,0.101,0.22
582093500493070534,756,20,3,756,198,6,228.990648,-0.113695,24.555,23.269,23.056,22.669,21.485,0.765,0.179,0.235,0.267,0.342
582093500493070547,756,20,3,756,211,6,228.994294,-0.097543,25.006,22.863,22.47,21.947,22.499,0.703,0.124,0.138,0.139,0.569
582093500493070634,756,20,3,756,298,6,229.031048,-0.105408,21.774,20.672,20.249,20.151,20.013,0.125,0.023,0.023,0.03,0.096
582093500493070636,756,20,3,756,300,6,229.031139,-0.10089,21.737,20.646,20.311,20.159,20.215,0.127,0.023,0.025,0.033,0.123
582093500493070641,756,20,3,756,305,6,229.033684,-0.104589,21.768,20.776,20.364,20.25,20.413,0.128,0.025,0.025,0.034,0.142
582093500493070645,756,20,3,756,309,3,229.031475,-0.109349,21.543,20.313,19.972,19.889,19.738,0.142,0.023,0.025,0.035,0.116
582093500493070717,756,20,3,756,381,6,229.010836,-0.089401,19.874,18.319,17.662,17.352,17.239,0.033,6.088E-3,4.972E-3,5.245E-3,0.013
582093500493070718,756,20,3,756,382,6,229.009413,-0.090031,21.877,21.018,20.507,20.283,20.337,0.141,0.03,0.029,0.036,0.135
582093500493070719,756,20,3,756,383,6,229.009671,-0.091056,23.653,21.276,20.894,20.791,21.182,0.562,0.037,0.039,0.054,0.271
582093500493070778,756,20,3,756,442,6,229.027188,-0.116942,18.927,16.917,16.114,15.755,15.575,0.018,3.424E-3,2.837E-3,2.93E-3,5.259E-3
582093500493070785,756,20,3,756,449,3,229.029034,-0.121024,21.49,20.232,19.833,19.731,19.756,0.128,0.021,0.021,0.029,0.11
582093500493070786,756,20,3,756,450,3,229.029036,-0.124409,21.556,20.386,20.123,19.979,20.059,0.143,0.024,0.028,0.037,0.15
582093500493070793,756,20,3,756,457,6,229.03287,-0.11627,22.239,21.485,21.121,21.11,20.952,0.181,0.041,0.044,0.067,0.213
582093500493070794,756,20,3,756,458,3,229.031444,-0.119141,22.481,21.269,20.838,20.789,20.581,0.278,0.043,0.044,0.066,0.208
582093500493070797,756,20,3,756,461,3,229.028496,-0.122519,22.447,21.179,20.935,20.846,20.778,0.305,0.045,0.055,0.08,0.288
582093500493070800,756,20,3,756,464,3,229.026493,-0.117944,25.49,22.817,21.946,21.172,20.835,0.707,0.179,0.117,0.095,0.265
582093500493071311,756,20,3,756,975,6,228.990286,-0.107444,20.671,19.536,19.011,18.793,18.674,0.059,0.012,0.011,0.013,0.038
582093500493071312,756,20,3,756,976,6,228.990238,-0.110574,23.51,22.54,22.062,21.731,22.129,0.519,0.101,0.103,0.122,0.532
582093500493071314,756,20,3,756,978,6,228.990253,-0.109047,25.518,23.335,22.814,22.702,22.557,0.546,0.183,0.184,0.261,0.577
582093500493071323,756,20,3,756,987,6,228.993091,-0.103179,20.725,19.355,18.783,18.504,18.378,0.058,0.01,8.881E-3,9.864E-3,0.027
582093500493071324,756,20,3,756,988,6,228.992087,-0.10511,21.021,20.081,19.779,19.68,19.661,0.077,0.017,0.018,0.024,0.084
582093500493071325,756,20,3,756,989,3,228.992866,-0.101305,22.123,21.051,20.657,20.555,20.378,0.194,0.034,0.036,0.051,0.17
582093500493071326,756,20,3,756,990,6,228.994011,-0.102359,22.797,21.768,21.38,21.312,21.194,0.306,0.055,0.059,0.087,0.284
582093500493071371,756,20,3,756,1035,6,228.996044,-0.103989,21.898,20.973,20.736,20.571,20.78,0.141,0.029,0.034,0.044,0.19
582093500493071372,756,20,3,756,1036,6,228.995025,-0.104198,23.344,21.8,21.515,21.177,20.939,0.498,0.059,0.07,0.082,0.247
582093500493071376,756,20,3,756,1040,6,229.006584,-0.125847,21.158,19.92,19.351,19.066,18.967,0.079,0.014,0.013,0.014,0.043
582093500493071379,756,20,3,756,1043,3,229.009725,-0.125922,21.618,20.463,20.079,19.865,19.96,0.132,0.023,0.024,0.03,0.118
582093500493071381,756,20,3,756,1045,3,229.004466,-0.125853,21.201,20.239,19.829,19.689,19.544,0.123,0.024,0.025,0.034,0.113
582093500493071382,756,20,3,756,1046,6,229.00278,-0.127152,22.442,21.058,20.849,20.485,20.513,0.214,0.03,0.036,0.04,0.147
582093500493071383,756,20,3,756,1047,6,229.006865,-0.127289,21.992,20.974,20.646,20.511,20.393,0.159,0.03,0.033,0.044,0.147
582093500493071385,756,20,3,756,1049,6,229.007542,-0.126246,22.203,21.218,20.917,20.665,20.669,0.186,0.036,0.041,0.049,0.179
582093500493071386,756,20,3,756,1050,6,229.001135,-0.12661,22.064,21.311,21.011,20.749,20.773,0.162,0.038,0.042,0.052,0.191
582093500493071387,756,20,3,756,1051,6,229.010709,-0.124866,22.625,21.117,20.803,20.724,20.499,0.262,0.033,0.036,0.052,0.157
582093500493071389,756,20,3,756,1053,3,228.999749,-0.126518,21.887,21.064,20.939,20.57,20.434,0.166,0.036,0.047,0.053,0.178
582093500493071390,756,20,3,756,1054,6,229.00178,-0.127091,23.083,22.636,21.995,21.433,21.923,0.366,0.106,0.095,0.09,0.444
582093500493071391,756,20,3,756,1055,3,229.001967,-0.126263,22.002,21.006,20.872,20.736,20.706,0.252,0.046,0.063,0.088,0.326
582093500493071393,756,20,3,756,1057,3,229.007544,-0.127429,23.236,21.911,20.903,21.144,21.579,0.679,0.095,0.061,0.12,0.632
582093500493071395,756,20,3,756,1059,6,229.006257,-0.12796,23.256,22.269,22.081,21.866,20.884,0.406,0.077,0.101,0.129,0.202
582093500493071396,756,20,3,756,1060,6,229.003063,-0.123798,23.259,21.954,21.685,21.693,20.79,0.433,0.062,0.075,0.119,0.201
582093500493071397,756,20,3,756,1061,6,229.00757,-0.125258,25.394,22.534,21.892,21.724,21.516,0.641,0.104,0.092,0.124,0.371
582093500493071398,756,20,3,756,1062,3,229.001112,-0.127395,23.503,22.601,22.352,22.001,21.701,0.541,0.113,0.141,0.161,0.428
582093500493071399,756,20,3,756,1063,6,229.008184,-0.124503,23.699,22.58,21.902,21.783,22.089,0.589,0.105,0.091,0.129,0.526
582093500493071402,756,20,3,756,1066,6,228.993205,-0.120116,24.875,23.378,21.637,19.632,18.403,0.903,0.233,0.083,0.024,0.032
582093500493071403,756,20,3,756,1067,3,228.996481,-0.117391,22.719,20.984,20.128,19.613,19.376,0.353,0.036,0.026,0.026,0.078
582093500493071404,756,20,3,756,1068,6,228.996666,-0.116696,22.106,21.077,20.72,20.538,20.556,0.166,0.031,0.033,0.043,0.158
582093500493071405,756,20,3,756,1069,3,228.995241,-0.11821,23.719,21.487,21.007,21.085,21.026,0.809,0.057,0.057,0.096,0.343
582093500493071407,756,20,3,756,1071,6,228.993749,-0.118787,23.53,22.495,21.9,21.944,21.854,0.522,0.097,0.09,0.148,0.457
582093500493071409,756,20,3,756,1073,6,228.995858,-0.119115,25.478,22.663,22.369,21.919,21.426,0.557,0.104,0.126,0.135,0.319
582093500493071410,756,20,3,756,1074,6,228.996786,-0.093199,21.59,20.418,20.112,19.947,19.894,0.12,0.021,0.024,0.029,0.1
582093500493071412,756,20,3,756,1076,6,228.99692,-0.097181,22.127,20.278,19.373,19.064,18.884,0.176,0.018,0.013,0.014,0.041
582093500493071413,756,20,3,756,1077,6,228.99915,-0.096261,21.702,20.603,20.208,20.064,19.93,0.124,0.023,0.023,0.03,0.096
582093500493071414,756,20,3,756,1078,6,228.998052,-0.096143,21.948,21.234,21.155,20.982,20.978,0.146,0.035,0.047,0.063,0.226
582093500493071422,756,20,3,756,1086,3,228.998169,-0.12068,21.733,20.473,20.105,19.968,19.848,0.148,0.024,0.025,0.033,0.11
582093500493071423,756,20,3,756,1087,6,228.997618,-0.121507,22.029,21.312,21.007,20.802,20.691,0.157,0.037,0.042,0.054,0.18
582093500493071424,756,20,3,756,1088,6,228.997977,-0.119724,23.943,22.653,22.363,22.215,21.97,0.647,0.107,0.129,0.18,0.468
582093500493071426,756,20,3,756,1090,6,228.999594,-0.091221,21.425,20.507,20.374,20.302,20.214,0.098,0.021,0.026,0.036,0.121
582093500493071427,756,20,3,756,1091,6,228.999952,-0.093604,21.657,20.641,20.392,20.33,20.325,0.119,0.023,0.026,0.037,0.134
582093500493071428,756,20,3,756,1092,6,228.998532,-0.091172,21.708,20.928,20.605,20.477,20.415,0.121,0.028,0.031,0.041,0.141
582093500493071429,756,20,3,756,1093,6,228.999521,-0.092317,23.471,23.231,22.857,22.294,22.408,0.476,0.168,0.191,0.187,0.548
582093500493071458,756,20,3,756,1122,6,229.004917,-0.086684,21.476,20.456,19.981,19.764,19.726,0.105,0.021,0.02,0.024,0.082
582093500493071459,756,20,3,756,1123,6,229.003447,-0.088652,21.562,20.582,20.118,19.917,19.847,0.109,0.022,0.021,0.026,0.088
582093500493071460,756,20,3,756,1124,6,229.003647,-0.089805,22.202,21.263,20.837,20.746,20.743,0.185,0.036,0.037,0.052,0.19
582093500493071461,756,20,3,756,1125,6,229.006624,-0.087362,22.619,21.348,20.967,20.898,20.643,0.279,0.041,0.044,0.064,0.19
582093500493071570,756,20,3,756,1234,6,229.016298,-0.125237,21.179,20.168,19.804,19.653,19.685,0.08,0.017,0.017,0.022,0.077
582093500493071571,756,20,3,756,1235,6,229.018097,-0.125242,24.382,22.346,21.987,21.818,22.704,0.746,0.082,0.093,0.125,0.604
582093500493071572,756,20,3,756,1236,6,229.01746,-0.124564,23.588,22.604,22.215,21.908,21.485,0.542,0.106,0.117,0.141,0.348
